Author,Title,URN,Date,Genre
Hippocrates,Vectiarius,0627-011,5-4 B.C.,Medicine
Hippocrates,Aphorismi,0627-012,5-4 B.C.,Medicine
Hippocrates,Jusjurandum,0627-013,5-4 B.C.,Medicine
Hippocrates,Lex,0627-014,5-4 B.C.,Medicine
Hippocrates,De humoribus,0627-015,5-4 B.C.,Medicine
Hippocrates,Prorrheticon I,0627-016,5-4 B.C.,Medicine
Hippocrates,Coa praesagia,0627-017,5-4 B.C.,Medicine
Hippocrates,De arte,0627-018,5-4 B.C.,Medicine
Hippocrates,De natura hominis,0627-019,5-4 B.C.,Medicine
Hippocrates,De salubri diaeta,0627-020,5-4 B.C.,Medicine
Hippocrates,De flatibus,0627-021,5-4 B.C.,Medicine
Hippocrates,De liquidorum usu,0627-022,5-4 B.C.,Medicine
Hippocrates,De morbis i-iii,0627-023,5-4 B.C.,Medicine
Hippocrates,De affectionibus,0627-025,5-4 B.C.,Medicine
Hippocrates,De locis in homine,0627-026,5-4 B.C.,Medicine
Hippocrates,De morbo sacro,0627-027,5-4 B.C.,Medicine
Hippocrates,De ulceribus,0627-028,5-4 B.C.,Medicine
Hippocrates,De haemorrhoidibus,0627-029,5-4 B.C.,Medicine
Hippocrates,De fistulis,0627-030,5-4 B.C.,Medicine
Hippocrates,De diaeta,0627-031,5-4 B.C.,Medicine
Hippocrates,De affectionibus interioribus,0627-032,5-4 B.C.,Medicine
Hippocrates,De natura muliebri,0627-033,5-4 B.C.,Medicine
Hippocrates,De octimestri partu,0627-035,5-4 B.C.,Medicine
Hippocrates,De muliebribus,0627-036,5-4 B.C.,Medicine
Hippocrates,De virginum morbis,0627-037,5-4 B.C.,Medicine
Hippocrates,De superfoetatione,0627-038,5-4 B.C.,Medicine
Hippocrates,De exsectione foetus,0627-039,5-4 B.C.,Medicine
Hippocrates,De anatomia,0627-040,5-4 B.C.,Medicine
Hippocrates,De dentitione,0627-041,5-4 B.C.,Medicine
Hippocrates,De glandulis,0627-042,5-4 B.C.,Medicine
Hippocrates,De carnibus,0627-043,5-4 B.C.,Medicine
Hippocrates,De corde,0627-045,5-4 B.C.,Medicine
Hippocrates,De alimento,0627-046,5-4 B.C.,Medicine
Hippocrates,De visu,0627-047,5-4 B.C.,Medicine
Hippocrates,De natura ossium,0627-048,5-4 B.C.,Medicine
Hippocrates,De medico,0627-049,5-4 B.C.,Medicine
Hippocrates,De habitu decenti,0627-050,5-4 B.C.,Medicine
Hippocrates,Praeceptiones,0627-051,5-4 B.C.,Medicine
Hippocrates,De crisibus,0627-052,5-4 B.C.,Medicine
Hippocrates,De diebus criticis,0627-053,5-4 B.C.,Medicine
Hippocrates,"Epistulae, Decretum, Orationes",0627-055,5-4 B.C.,Epistolography
Pittacus of Mytilene,Epigramma,0631-002,7-6 B.C.,Lyric poetry
Pythagoras,Epigramma,0632-005,6-5 B.C.,Lyric poetry
Philostratus the Athenian,Life of Apollonius of Tyana,0638-001,A.D. 2-3,Biography
Philostratus the Athenian,Lives of the Sophists,0638-003,A.D. 2-3,Biography
Philostratus the Athenian,Heroicus,0638-004,A.D. 2-3,Dialogue
Philostratus the Athenian,Nero,0638-005,A.D. 2-3,Dialogue
Philostratus the Athenian,Epistulae et dialexeis,0638-006,A.D. 2-3,Epistolography
Philostratus the Athenian,De Gymnastica,0638-007,A.D. 2-3,History
Philostratus the Athenian,Epigrammata,0638-009,A.D. 2-3,Lyric poetry
Xenophon of Ephesus,Ephesiaca,0641-001,A.D. 2-3,Narrative
Onasander,Strategicus,0648-001,A.D. 1,Military
Aratus Solensis,Phaenomena,0653-001,4-3 B.C.,Scientific Poetry
Aratus Solensis,Fragmentum,0653-002,4-3 B.C.,Scientific Poetry
Parthenius of Nicaea,Narrationes Amatoriae,0655-001,1 B.C.,Mythography
Philumenus,De venenatis animalibus eorumque remediis,0671-001,A.D. 2,Medicine
Aeschrion Samius,Epigrammata,0679-001,4 B.C.,Lyric poetry
Ammonius Grammaticus,περὶ ὁμοίων καὶ διαφόρων λέξεων,0708-001,A.D. 1-2,Language
Aretaeus of Cappadocia,De causis et signis acutorum morborum libri duo (lib. 1),0719-001,A.D. 2,Medicine
Aretaeus of Cappadocia,De causis et signis diuturnorum morborum libri duo (lib. 2),0719-002,A.D. 2,Medicine
Aretaeus of Cappadocia,De curatione acutorum morborum libri duo,0719-003,A.D. 2,Medicine
Aretaeus of Cappadocia,De curatione diuturnorum morborum libri duo,0719-004,A.D. 2,Medicine
Alexander of Aphrodisias,De mixtione,0732-001,A.D. 2-3,Medicine
Alexander of Aphrodisias,De anima libri mantissa,0732-011,A.D. 2-3,Philosophy
Alexander of Aphrodisias,Quaestiones,0732-012,A.D. 2-3,Philosophy
Pseudo-Hippocrates,De septimestri partu,0751-034,5-4 B.C.,Medicine
"Anubion, Poeta Astrologus",Fragmenta,1126-003,A.D. 1,AstronomyAstrology
Aristarchus of Samos,De magnitudinibus et distantiis solis et lunae,1181-001,4-3 B.C.,AstronomyAstrology
Athenagoras,Legatio sive Supplicatio pro Christianis,1205-001,A.D. 2,Oratory
Athenagoras,De Resurrectione,1205-002,A.D. 2,Theology
Autolycus,De Sphaera Quae Movetur,1210-001,4 B.C.,AstronomyAstrology
Autolycus,De Ortibus et Occasibus,1210-002,4 B.C.,AstronomyAstrology
Barnabae epistula,The Epistle of Barnabas,1216-001,A.D. 1-2,Epistolography
Certamen Homeri et Hesiodi,Certamen Homeri et Hesiodi,1252-002,A.D. 2,Narrative
Clemens Romanus (Clement of Rome),The First Epistle of Clement to the Corinthians,1271-001,A.D. 1,Epistolography
Clemens Romanus (Clement of Rome),The Second Epistle of Clement to the Corinthians,1271-002,A.D. 2,Epistolography
Cleobulus Lindius,Epigrammata,1274-002,7-6 B.C.,Lyric poetry
Cypria,Cypria,1296-001,7 B.C.,Epic poetry
Anonymous,Didache,1311-001,A.D. 2,Theology
Dorotheus of Sidon,Fragmenta alia antiqua,1337-003,1 B.C.-A.D. 1,AstronomyAstrology
Empedocles,Epigrammata,1342-002,5 B.C.,Lyric poetry
Erinna,Epigrammata,1355-002,4 B.C.,Lyric poetry
Harpocration,Lexicon in decem oratores Atticos,1389-001,A.D. 1-2,Language
Hegemon,Epigrammata,1391-001,3 B.C.,Lyric poetry
Heraclides Criticus,Descriptio Graeciae,1405-001,3 B.C.,Geography
Hipparchus,In Arati et Eudoxi phaenomena commentariorum libri iii,1431-003,2 B.C.,Philosophy
"Maximus, Astrologus",Carminum de actionum auspiciis reliquiae,1487-001,A.D. 2,Scientific Poetry
"Maximus, Astrologus",Carminum de actionum auspiciis reliquiae (epitome),1487-002,A.D. 2,AstronomyAstrology
Nicias Milesius,Epigrammata,1533-001,3 B.C.,Lyric poetry
Pancrates Arcadius,Epigrammata,1556-002,3-2 B.C.,Lyric poetry
Phaedimus Macedo,Epigrammata,1577-001,3 B.C.,Lyric poetry
Philostratus Sophista,Imagines,1600-001,A.D. 2-3,Oratory
Phocylides,Epigrammata,1604-002,6 B.C.,Lyric poetry
Polycarp,Epistula ad Philippenses,1622-001,A.D. 1-2,Epistolography
Posidippus of Pella,Epigrammata,1632-001,3 B.C.,Lyric poetry
Seniores Apud Irenaeum,Reliquiae plurium anonymorum,1665-001,A.D. 2-3,Theology
Speusippus,Epigramma,1692-004,4 B.C.,Lyric poetry
Theodoridas Syracusanus,Epigrammata,1715-001,3 B.C.,Lyric poetry
Vitae Aesopi,Vita Aesopi Pl vel Accursiana (sub auctore Maximo Planude) (recensio 1),1765-003,A.D. 1,Narrative
Vitae Aesopi,Vita Aesopi (fort- auctore Aphthonio),1765-004,A.D. 1,Narrative
Vitae Aesopi,Βιβλίον μυθικὸν τοῦ Αἰσώπου,1765-005,A.D. 1,Narrative
Tatianus,Oratio ad Graecos,1766-001,A.D. 2,Oratory
Euclid,Elementa,1799-001,3 B.C.,Mathematics
Euclid,Data (demonstrationes alterae),1799-008,3 B.C.,Mathematics
Euclid,Opticorum recensio Theonis,1799-010,,
Euclid,Catoptrica (recensio Theonis?),1799-011,3 B.C.,Mathematics
Euclid,Phaenomena,1799-012,3 B.C.,AstronomyAstrology
Euclid,Phaenomena (recensio b),1799-013,3 B.C.,AstronomyAstrology
Euclid,Phaenomena (demonstrationes alterae recensionis b),1799-014,3 B.C.,AstronomyAstrology
Euclid,Sectio canonis [Sp-],1799-015,3 B.C.,Music
Euclid,Epigramma,1799-017,3 B.C.,Lyric poetry
Origen,Contra Celsum,2042-001,A.D. 2-3,Theology
Origen,Exhortatio ad martyrium,2042-007,A.D. 2-3,Theology
Origen,De oratione,2042-008,A.D. 2-3,Theology
Origen,Fragmentum In Lamentationes (In Catenis de Octateucho),2042-012,A.D. 2-3,Commentary
Canticum Euripidis,Ex Orestis Stasimo I (P. Vindob. 2315),2138-001,5 B.C.,Lyric poetry
Epitaphium Sicili,Sicili Epitaphium,2139-001,A.D. 1,Lyric poetry
