parts and infs	6170598	προσβλέπων	προσβλέπω	to look at	-sppa	336
parts and infs	6170617	γενέσθαι	γίγνομαι	pharr26	--anm	336
parts and infs	6170626	ἐξαγριαίνεσθαι	ἐξαγριαίνω	to make savage	--pne	336
parts and infs	6170637	ἀποκρίνασθαι	ἀποκρίνω	to separate	--anm	336
parts and infs	6170641	ὑποτρέμων	ὑποτρέμω	to tremble a little	-sppa	336
parts and infs	6170686	εἶναι	εἰμί	pharr17	--pna	336
parts and infs	6170687	ὑποκατακλίνεσθαι	ὑποκατακλίνομαι	nodef	--pne	336
parts and infs	6170693	διαφθείρειν	διαφθείρω	to destroy	--pna	336
parts and infs	6170700	ζητοῦντας	ζητέω	to seek	-pppa	336
parts and infs	6170710	ὑπείκειν	ὑπείκω	to retire	--pna	336
parts and infs	6170714	σπουδάζειν	σπουδάζω	to make haste	--pna	336
parts and infs	6170717	φανῆναι	φαίνω	to bring to light	--anp	336
parts and infs	6170732	ἐλεεῖσθαι	ἐλεέω	to have pity on	--pne	337
parts and infs	6170737	εἰκός	ἔοικα	to be like; to look like	-srpa	337
parts and infs	6170745	χαλεπαίνεσθαι	χαλεπαίνω	to be severe	--pne	337
parts and infs	6170749	ἀκούσας	ἀκούω	to hear	-sapa	337
parts and infs	6170765	εἰωθυῖα	εἴωθα	to be accustomed	-srpa	337
parts and infs	6170780	ἀποκρίνασθαι	ἀποκρίνω	to separate	--anm	337
parts and infs	6170824	ἐρόμενος	ἔρομαι	to ask	-sapm	337
parts and infs	6170872	πυνθανομένῳ	πυνθάνομαι	to learn by hearsay	-sppe	337
parts and infs	6170901	ὄν	εἰμί	pharr17	-sppa	337
parts and infs	6170950	ἐρωτηθέντι	ἐρωτάω	to ask	-sapp	337
parts and infs	6170957	ἀποκρινεῖσθαι	ἀποκρίνω	to separate	--fnm	337
parts and infs	6170959	φαινόμενον	φαίνω	to bring to light	-sppe	337
parts and infs	6170997	σκεψαμένῳ	σκοπέω	to look at	-sapm	337
parts and infs	6171022	παθεῖν	πάσχω	pharr30	--ana	337
parts and infs	6171034	πάσχειν	πάσχω	pharr30	--pna	337
parts and infs	6171037	εἰδότι	οἶδα	to know	-srpa	337
parts and infs	6171042	μαθεῖν	μανθάνω	to learn	--ana	337
parts and infs	6171045	εἰδότος	οἶδα	to know	-srpa	337
parts and infs	6171052	παθεῖν	πάσχω	pharr30	--ana	337
parts and infs	6171063	μαθεῖν	μανθάνω	to learn	--ana	337
parts and infs	6171108	εἰωθὸς	εἴωθα	to be accustomed	-srpa	337
parts and infs	6171118	ἀποκρινομένου	ἀποκρίνω	to separate	-sppe	337
parts and infs	6171139	εἰδὼς	οἶδα	to know	-srpa	338
parts and infs	6171141	φάσκων	φάσκω	to say	-sppa	338
parts and infs	6171142	εἰδέναι	οἶδα	to know	--rna	338
parts and infs	6171153	ἀπειρημένον	ἀπολέγω	to pick out from; to decline	-srpe	338
parts and infs	6171170	εἰκὸς	ἔοικα	to be like; to look like	-srpa	338
parts and infs	6171171	λέγειν	λέγω	to pick; to say	--pna	338
parts and infs	6171177	εἰδέναι	οἶδα	to know	--rna	338
parts and infs	6171179	ἔχειν	ἔχω	pharr10	--pna	338
parts and infs	6171180	εἰπεῖν	λέγω	to pick; to say	--ana	338
parts and infs	6171191	ἀποκρινόμενος	ἀποκρίνω	to separate	-sppe	338
parts and infs	6171198	διδάξαι	διδάσκω	pharr31	--ana	338
parts and infs	6171203	εἰπόντος	λέγω	to pick; to say	-sapa	338
parts and infs	6171218	ποιεῖν	ποιέω	pharr23	--pna	338
parts and infs	6171226	ἐπιθυμῶν	ἐπιθυμέω	pharr33	-sppa	338
parts and infs	6171227	εἰπεῖν	λέγω	to pick; to say	--ana	338
parts and infs	6171231	ἡγούμενος	ἡγέομαι	pharr25	-sppe	338
parts and infs	6171232	ἔχειν	ἔχω	pharr10	--pna	338
parts and infs	6171238	φιλονικεῖν	φιλονεικέω	nodef	--pna	338
parts and infs	6171242	εἶναι	εἰμί	pharr17	--pna	338
parts and infs	6171244	ἀποκρινόμενον	ἀποκρίνω	to separate	-sppe	338
parts and infs	6171246	τελευτῶν	τελευτάω	to complete	-sppa	338
parts and infs	6171265	ἐθέλειν	ἐθέλω	pharr3	--pna	338
parts and infs	6171266	διδάσκειν	διδάσκω	pharr31	--pna	338
parts and infs	6171272	περιιόντα	περιέρχομαι	to go round	-sppa	338
parts and infs	6171273	μανθάνειν	μανθάνω	to learn	--pna	338
parts and infs	6171278	ἀποδιδόναι	ἀποδίδωμι	to give back	--pna	338
parts and infs	6171304	ἐκτίνειν	ἐκτίνω	to pay off	--pna	338
parts and infs	6171315	ἐπαινεῖν	ἐπαινέω	to approve	--pna	338
parts and infs	6171334	λέγειν	λέγω	to pick; to say	--pna	338
parts and infs	6171349	ἐρεῖν	λέγω	to pick; to say	--fna	338
parts and infs	6171361	εἶναι	εἰμί	pharr17	--pna	338
parts and infs	6171371	συμφέρον	συμφέρω	to bring together; impers. to benefit	-sppa	338
parts and infs	6171401	συμφέρον	συμφέρω	to bring together; impers. to benefit	-sppa	338
parts and infs	6171403	εἶναι	εἰμί	pharr17	--pna	338
parts and infs	6171442	εἶναι	εἰμί	pharr17	--pna	338
parts and infs	6171448	συμφέρον	συμφέρω	to bring together; impers. to benefit	-sppa	338
parts and infs	6171520	ἄρχον	ἄρχω	pharr9	-sppa	338
parts and infs	6171536	συμφέρον	συμφέρω	to bring together; impers. to benefit	-sppa	338
parts and infs	6171551	θέμεναι	τίθημι	to set	-papm	338
parts and infs	6171557	ἀρχομένοις	ἄρχω	pharr9	-pppe	338
parts and infs	6171558	εἶναι	εἰμί	pharr17	--pna	338
parts and infs	6171562	συμφέρον	συμφέρω	to bring together; impers. to benefit	-sppa	338
parts and infs	6171567	ἐκβαίνοντα	ἐκβαίνω	to step out of	-sppa	338
parts and infs	6171570	παρανομοῦντά	παρανομέω	to transgress the law	-sppa	338
parts and infs	6171573	ἀδικοῦντα	ἀδικέω	pharr23	-sppa	338
parts and infs	6171590	εἶναι	εἰμί	pharr17	--pna	339
parts and infs	6171595	καθεστηκυίας	καθίστημι	to set down	-srpa	339
parts and infs	6171597	συμφέρον	συμφέρω	to bring together; impers. to benefit	-sppa	339
parts and infs	6171608	λογιζομένῳ	λογίζομαι	to count	-sppe	339
parts and infs	6171610	εἶναι	εἰμί	pharr17	--pna	339
parts and infs	6171618	συμφέρον	συμφέρω	to bring together; impers. to benefit	-sppa	339
parts and infs	6171637	μαθεῖν	μανθάνω	to learn	--ana	339
