to-do	351	25624	6176709	ποιήσει	ποιέω	v3sfia---	pharr23	ποιέω	PRED	0
to-do	351	25632	6176811	ποιῶν	ποιέω	v-sppamn-	pharr23	ποιέω	ADV	6176810
to-do	351	25634	6176844	πρᾶξαι	πράσσω	v--ana---	pharr32	πράσσω	OBJ	6176847
to-do	351	25642	6176915	ποιῶν	ποιέω	v-sppamn-	pharr23	ποιέω	ADV	6176914
to-do	351	25644	6176946	ποιήσει	ποιέω	v3sfia---	pharr23	ποιέω	PRED	0
to-do	351	25644	6176956	πράττειν	πράσσω	v--pna---	pharr32	πράσσω	ADV	6176951
to-do	352	25651	6177044	ποιεῖν	ποιέω	v--pna---	pharr23	ποιέω	SBJ	6177018
to-do	352	25651	6177045	πράττειν	πράσσω	v--pna---	pharr32	πράσσω	OBJ	6177044
to-do	352	25654	6177083	ποιήσει	ποιέω	v3sfia---	pharr23	ποιέω	OBJ	6177078
to-do	352	25655	6177092	πράττειν	πράσσω	v--pna---	pharr32	πράσσω	OBJ	6177093
to-do	352	25655	6177093	ποιήσει	ποιέω	v3sfia---	pharr23	ποιέω	PRED	0
to-do	352	25664	6177193	πράττειν	πράσσω	v--pna---	pharr32	πράσσω	ADV	6177192
to-do	352	25664	6177202	πράττειν	πράσσω	v--pna---	pharr32	πράσσω	OBJ	6177205
to-do	352	25664	6177219	πρᾶξαι	πράσσω	v--ana---	pharr32	πράσσω	OBJ	6177212
to-do	352	25665	6177248	ἐποίει	ποιέω	v3siia---	pharr23	ποιέω	ATR	6177244
to-do	352	25665	6177262	ἔπραξαν	πράσσω	v3paia---	pharr32	πράσσω	ATR	6177244
to-do	352	25665	6177264	ἔπραξαν	πράσσω	v3paia---	pharr32	πράσσω	OBJ	6177262
to-do	352	25665	6177285	πράττειν	πράσσω	v--pna---	pharr32	πράσσω	ADV	6177286
to-do	352	25675	6177403	ποιῇ	ποιέω	v3spsa---	pharr23	ποιέω	ATR	6177396
to-do	353	25722	6177743	πράξαις	πράσσω	v2saoa---	pharr32	πράσσω	ATR	6177735
to-do	353	25732	6177843	πράττειν	πράσσω	v--pna---	pharr32	πράσσω	CO	6177833
to-do	357	25755	6178201	ποιεῖς	ποιέω	v2spia---	pharr23	ποιέω	OBJ	6178199
to-do	358	25775	6178550	ποιήσω	ποιέω	v1sfia---	pharr23	ποιέω	PRED	0
to-do	358	25776	6178595	δρῶσι	δράω	v3ppia---	to do	δράω	CO	6178592
to-do	359	25790	6178880	ποιεῖν	ποιέω	v--pna---	pharr23	ποιέω	OBJ	6178878
to-do	359	25793	6178943	ποιήσαιμεν	ποιέω	v1paoa---	pharr23	ποιέω	ADV	6178941
to-do	359	25794	6178950	ποιεῖν	ποιέω	v--pna---	pharr23	ποιέω	OBJ	6178947
