os_ou	331	25000	6168292	θεῷ	θεός	n-s---md-	god	s---md	OBJ	6168290
os_ou	331	25000	6168296	ἀνθρώπῳ	ἄνθρωπος	n-s---md-	man	s---md	CO	6168292
os_ou	331	25002	6168333	νοῦν	νόος	n-s---ma-	mind	s---ma	OBJ	6168334
os_ou	331	25002	6168339	πλοῦτον	πλοῦτος	n-s---ma-	wealth	s---ma	SBJ	6168341
os_ou	331	25003	6168352	Κέφαλε	Κέφαλος	n-s---mv-	Cephalus	s---mv	ExD	6168349
os_ou	331	25008	6168450	ὅρος	ὅρος	n-s---mn-	a boundary	s---mn	PNOM	6168451
os_ou	331	25009	6168475	Πολέμαρχος	Πολέμαρχος	n-s---mn-	Polemarchus	s---mn	SBJ	6168468
os_ou	331	25010	6168489	Κέφαλος	Κέφαλος	n-s---mn-	Cephalus	s---mn	SBJ	6168487
os_ou	331	25010	6168495	λόγον	λόγος	n-s---ma-	the word	s---ma	OBJ	6168492
os_ou	331	25012	6168512	Πολέμαρχος	Πολέμαρχος	n-s---mn-	Polemarchus	s---mn	OBJ/ExD	6168507
os_ou	331	25012	6168517	κληρονόμος	κληρονόμος	n-s---mn-	one who receives a portion	s---mn	OBJ/PNOM	6168507
os_ou	331	25014	6168543	λόγου	λόγος	n-s---mg-	the word	s---mg	ATR	6168544
os_ou	331	25014	6168544	κληρονόμος	κληρονόμος	n-s---mn-	one who receives a portion	s---mn	APOS	6168540
