aorist passive	6166823	μετεστράφην	μεταστρέφω	to turn about	1saip	327
aorist passive	6167696	ἀγασθεὶς	ἄγαμαι	to wonder	-sapp	329
aorist passive	6168412	μανεὶς	μαίνομαι	to rage	-sapp	331
