1.1.8	20	8996323	βασιλέα	βασιλεύς	a king	8996321
1.1.8	20	8996324	πέμπων	πέμπω	pharr8	8996325
1.1.8	20	8996325	ἠξίου	ἀξιόω	to think worthy of; to expect	0
1.1.8	20	8996326	ἀδελφὸς	ἀδελφός	pharr1	8996327
1.1.8	20	8996327	ὢν	εἰμί	pharr17	8996325
1.1.8	20	8996328	αὐτοῦ	αὐτός	pharr13	8996326
1.1.8	20	8996329	δοθῆναι	δίδωμι	to give	8996325
1.1.8	20	8996330	οἷ	οἷ	nodef	8996329
1.1.8	20	8996331	ταύτας	οὗτος	pharr14	8996333
1.1.8	20	8996332	τὰς	ὁ	pharr1	8996333
1.1.8	20	8996333	πόλεις	πόλις	a city	8996329
1.1.8	20	8996334	μᾶλλον	μάλα	pharr31	8996329
1.1.8	20	8996335	ἢ	ἤ	pharr33	8996334
1.1.8	20	8996336	Τισσαφέρνην	Τισσαφέρνης	Tissaphernes	8996335
1.1.8	20	8996337	ἄρχειν	ἄρχω	pharr9	8996335
1.1.8	20	8996338	αὐτῶν	αὐτός	pharr13	8996337
1.1.8	20	8996339	,	,	nodef	8996321
1.1.8	20	8996340	καὶ	καί	pharr3	8996343
1.1.8	20	8996341	ἡ	ὁ	pharr1	8996342
1.1.8	20	8996342	μήτηρ	μήτηρ	a mother	8996343
1.1.8	20	8996343	συνέπραττεν	συμπράσσω	to join or help in doing	8996325
1.1.8	20	8996344	αὐτῷ	αὐτός	pharr13	8996343
1.1.8	20	8996345	ταῦτα	οὗτος	pharr14	8996343
1.1.8	20	8996346	·	·	nodef	8996321
1.1.8	21	8996347	ὥστε	ὥστε	pharr19	8996355
1.1.8	21	8996348	βασιλεὺς	βασιλεύς	a king	8996355
1.1.8	21	8996349	τὴν	ὁ	pharr1	8996353
1.1.8	21	8996350	μὲν	μέν	pharr8	8996355
1.1.8	21	8996351	πρὸς	πρός	pharr18	8996353
1.1.8	21	8996352	ἑαυτὸν	ἑαυτοῦ	pharr16	8996351
1.1.8	21	8996353	ἐπιβουλὴν	ἐπιβουλή	pharr13	8996355
1.1.8	21	8996354	οὐκ	οὐ	pharr6	8996355
1.1.8	21	8996355	ᾐσθάνετο	αἰσθάνομαι	to perceive	0
1.1.8	21	8996356	,	,	nodef	8996347
1.1.8	21	8996357	Τισσαφέρνει	Τισσαφέρνης	Tissaphernes	8996360
1.1.8	21	8996358	δ’	δέ	pharr4	8996359
1.1.8	21	8996359	ἐνόμιζε	νομίζω	pharr9	8996355
1.1.8	21	8996360	πολεμοῦντα	πολεμέω	pharr23	8996365
